"time_hour";"carrier";"flight";"tailnum";"origin";"dest";"hora_prevista_partida";"hora_prevista_chegada";"hora_partida";"hora_chegada"
2013-03-02 10:00:00;"UA";569;"N414UA";"EWR";"SFO";"10:39";"14:13";"10:33";"13:19"
2013-03-02 10:00:00;"AA";179;"N378AA";"JFK";"SFO";"10:30";"13:55";"12:58";"16:04"
2013-03-02 11:00:00;"UA";642;"N560UA";"JFK";"SFO";"11:03";"14:28";"13:46";"16:40"
2013-03-02 13:00:00;"UA";162;"N14237";"EWR";"SFO";"13:50";"17:19";"13:59";"16:55"
2013-03-02 14:00:00;"UA";458;"N827UA";"EWR";"SFO";"14:55";"18:19";"14:54";"17:54"
2013-03-02 15:00:00;"DL";1322;"N721TW";"JFK";"SFO";"15:30";"19:16";"15:23";"18:38"
2013-03-02 15:00:00;"AA";85;"N357AA";"JFK";"SFO";"15:30";"19:10";"15:25";"18:37"
2013-03-02 13:00:00;"UA";257;"N510UA";"JFK";"SFO";"13:59";"17:24";"15:50";"19:02"
2013-03-02 16:00:00;"VX";27;"N842VA";"JFK";"SFO";"16:30";"20:15";"16:24";"19:25"
2013-03-02 17:00:00;"DL";31;"N722TW";"JFK";"SFO";"17:00";"20:46";"16:58";"20:09"
2013-03-02 17:00:00;"UA";1139;"N56859";"EWR";"SFO";"17:51";"21:08";"18:04";"21:10"
2013-03-02 19:00:00;"DL";1465;"N713TW";"JFK";"SFO";"19:00";"22:51";"18:54";"22:08"
2013-03-02 17:00:00;"UA";512;"N508UA";"JFK";"SFO";"17:29";"20:54";"20:06";"23:14"
2013-03-02 19:00:00;"B6";645;"N658JB";"JFK";"SFO";"19:35";"23:16";"20:11";"23:18"
2013-03-02 19:00:00;"UA";452;"N823UA";"EWR";"SFO";"19:55";"23:27";"20:19";"23:07"
2013-03-03 06:00:00;"UA";600;"N557UA";"JFK";"SFO";"6:10";"9:36";"6:06";"10:02"
2013-03-03 06:00:00;"UA";421;"N845UA";"EWR";"SFO";"6:10";"9:41";"6:15";"9:33"
2013-03-03 07:00:00;"DL";1865;"N727TW";"JFK";"SFO";"7:00";"10:44";"6:57";"10:17"
2013-03-03 07:00:00;"VX";11;"N854VA";"JFK";"SFO";"7:30";"11:10";"7:24";"10:59"
2013-03-03 07:00:00;"B6";643;"N763JB";"JFK";"SFO";"7:36";"11:15";"7:28";"11:09"
2013-03-03 07:00:00;"AA";59;"N329AA";"JFK";"SFO";"7:45";"11:25";"7:39";"10:48"
2013-03-03 08:00:00;"UA";334;"N486UA";"EWR";"SFO";"8:09";"11:47";"8:05";"11:31"
2013-03-03 08:00:00;"UA";397;"N512UA";"JFK";"SFO";"8:10";"11:35";"8:07";"11:34"
2013-03-03 10:00:00;"DL";1765;"N723TW";"JFK";"SFO";"10:00";"13:34";"9:50";"13:20"
2013-03-03 10:00:00;"VX";23;"N847VA";"JFK";"SFO";"10:30";"14:10";"10:27";"13:52"
2013-03-03 10:00:00;"AA";179;"N360AA";"JFK";"SFO";"10:30";"13:55";"10:31";"14:02"
2013-03-03 10:00:00;"B6";641;"N643JB";"JFK";"SFO";"10:35";"14:04";"10:36";"14:03"
2013-03-03 10:00:00;"UA";1120;"N81449";"EWR";"SFO";"10:59";"14:31";"10:56";"14:17"
2013-03-03 11:00:00;"UA";642;"N554UA";"JFK";"SFO";"11:05";"14:30";"11:01";"14:26"
2013-03-03 13:00:00;"UA";887;"N532UA";"JFK";"SFO";"13:29";"16:54";"13:32";"16:56"
2013-03-03 13:00:00;"UA";207;"N852UA";"EWR";"SFO";"13:55";"17:25";"13:51";"17:22"
2013-03-03 15:00:00;"AA";85;"N388AA";"JFK";"SFO";"15:30";"19:10";"15:26";"19:21"
2013-03-03 15:00:00;"UA";1602;"N71411";"EWR";"SFO";"15:56";"19:25";"16:02";"19:34"
2013-03-03 16:00:00;"VX";27;"N853VA";"JFK";"SFO";"16:30";"20:15";"16:34";"20:07"
2013-03-03 17:00:00;"DL";31;"N712TW";"JFK";"SFO";"17:00";"20:50";"16:52";"20:44"
2013-03-03 17:00:00;"UA";512;"N560UA";"JFK";"SFO";"17:25";"20:50";"17:23";"20:47"
2013-03-03 15:00:00;"DL";1322;"N704X";"JFK";"SFO";"15:30";"19:22";"17:29";"21:05"
2013-03-03 17:00:00;"AA";177;"N328AA";"JFK";"SFO";"17:45";"21:20";"17:51";"21:26"
2013-03-03 17:00:00;"UA";1139;"N57863";"EWR";"SFO";"17:51";"21:06";"18:12";"22:21"
2013-03-03 18:00:00;"UA";309;"N502UA";"JFK";"SFO";"18:38";"22:10";"18:31";"22:13"
2013-03-03 18:00:00;"VX";29;"N624VA";"JFK";"SFO";"18:55";"22:40";"19:03";"22:41"
2013-03-03 19:00:00;"B6";645;"N709JB";"JFK";"SFO";"19:35";"23:16";"19:45";"23:18"
2013-03-03 19:00:00;"UA";1539;"N17126";"EWR";"SFO";"19:53";"23:25";"19:57";"23:42"
2013-03-04 06:00:00;"UA";303;"N505UA";"JFK";"SFO";"6:00";"9:25";"5:50";"9:31"
2013-03-04 06:00:00;"UA";421;"N838UA";"EWR";"SFO";"6:10";"9:41";"6:06";"9:21"
2013-03-04 07:00:00;"DL";1865;"N718TW";"JFK";"SFO";"7:00";"10:44";"6:53";"10:30"
2013-03-04 07:00:00;"UA";347;"N512UA";"JFK";"SFO";"7:00";"10:25";"6:53";"10:12"
2013-03-04 07:00:00;"VX";11;"N847VA";"JFK";"SFO";"7:30";"11:10";"7:27";"10:55"
2013-03-04 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:35";"11:07"
2013-03-04 07:00:00;"AA";59;"N327AA";"JFK";"SFO";"7:45";"11:25";"7:43";"11:17"
2013-03-04 08:00:00;"UA";397;"N525UA";"JFK";"SFO";"8:00";"11:25";"7:55";"11:07"
2013-03-04 08:00:00;"UA";1480;"N13248";"EWR";"SFO";"8:16";"11:46";"8:16";"11:38"
2013-03-04 10:00:00;"DL";1765;"N711ZX";"JFK";"SFO";"10:00";"13:34";"9:53";"13:19"
2013-03-04 10:00:00;"VX";23;"N837VA";"JFK";"SFO";"10:30";"14:10";"10:23";"13:44"
2013-03-04 10:00:00;"AA";179;"N328AA";"JFK";"SFO";"10:30";"13:55";"10:24";"13:46"
2013-03-04 10:00:00;"B6";641;"N641JB";"JFK";"SFO";"10:35";"14:04";"10:33";"14:02"
2013-03-04 11:00:00;"UA";73;"N87512";"EWR";"SFO";"11:01";"14:33";"11:02";"14:17"
2013-03-04 11:00:00;"UA";642;"N560UA";"JFK";"SFO";"11:06";"14:31";"11:50";"15:00"
2013-03-04 13:00:00;"UA";81;"N73291";"EWR";"SFO";"13:43";"17:15";"14:01";"17:06"
2013-03-04 14:00:00;"UA";257;"N508UA";"JFK";"SFO";"14:25";"17:50";"14:19";"17:46"
2013-03-04 14:00:00;"UA";1699;"N33284";"EWR";"SFO";"14:59";"18:25";"15:06";"18:22"
2013-03-04 15:00:00;"AA";85;"N367AA";"JFK";"SFO";"15:30";"19:10";"15:19";"18:49"
2013-03-04 15:00:00;"DL";1322;"N707TW";"JFK";"SFO";"15:30";"19:22";"15:24";"18:51"
2013-03-04 16:00:00;"VX";27;"N642VA";"JFK";"SFO";"16:30";"20:15";"16:29";"19:37"
2013-03-04 17:00:00;"DL";31;"N727TW";"JFK";"SFO";"17:00";"20:50";"16:57";"20:43"
2013-03-04 17:00:00;"UA";512;"N557UA";"JFK";"SFO";"17:29";"20:57";"17:29";"21:00"
2013-03-04 17:00:00;"AA";177;"N336AA";"JFK";"SFO";"17:45";"21:20";"17:43";"21:21"
2013-03-04 18:00:00;"UA";389;"N532UA";"JFK";"SFO";"18:47";"22:19";"18:41";"22:04"
2013-03-04 18:00:00;"VX";29;"N641VA";"JFK";"SFO";"18:55";"22:40";"18:55";"22:33"
2013-03-04 19:00:00;"DL";1465;"N713TW";"JFK";"SFO";"19:00";"22:56";"18:57";"23:00"
2013-03-04 19:00:00;"B6";645;"N789JB";"JFK";"SFO";"19:35";"23:16";"19:32";"23:11"
2013-03-04 19:00:00;"UA";1462;"N19141";"EWR";"SFO";"19:49";"23:21";"19:45";"22:51"
2013-03-04 17:00:00;"UA";1127;"N75858";"EWR";"SFO";"17:54";"21:09";"19:49";"22:44"
2013-03-05 06:00:00;"UA";303;"N525UA";"JFK";"SFO";"6:00";"9:25";"5:56";"9:33"
2013-03-05 06:00:00;"UA";421;"N802UA";"EWR";"SFO";"6:10";"9:41";"6:27";"9:35"
2013-03-05 07:00:00;"DL";1865;"N705TW";"JFK";"SFO";"7:00";"10:44";"6:56";"10:12"
2013-03-05 07:00:00;"UA";347;"N554UA";"JFK";"SFO";"7:00";"10:25";"6:58";"10:25"
2013-03-05 07:00:00;"VX";11;"N847VA";"JFK";"SFO";"7:30";"11:10";"7:24";"10:48"
2013-03-05 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:31";"10:53"
2013-03-05 07:00:00;"AA";59;"N319AA";"JFK";"SFO";"7:45";"11:25";"7:44";"11:03"
2013-03-05 08:00:00;"UA";397;"N510UA";"JFK";"SFO";"8:00";"11:25";"7:58";"11:02"
2013-03-05 10:00:00;"DL";1765;"N702TW";"JFK";"SFO";"10:00";"13:34";"9:55";"13:16"
2013-03-05 10:00:00;"AA";179;"N357AA";"JFK";"SFO";"10:30";"13:55";"10:29";"13:50"
2013-03-05 10:00:00;"VX";23;"N837VA";"JFK";"SFO";"10:30";"14:10";"10:29";"13:53"
2013-03-05 11:00:00;"UA";1120;"N38467";"EWR";"SFO";"11:01";"14:33";"11:10";"14:17"
2013-03-05 11:00:00;"UA";642;"N557UA";"JFK";"SFO";"11:06";"14:31";"11:14";"14:16"
2013-03-05 13:00:00;"UA";1248;"N29717";"EWR";"SFO";"13:43";"17:15";"13:38";"16:56"
2013-03-05 14:00:00;"UA";257;"N512UA";"JFK";"SFO";"14:25";"17:50";"14:15";"17:44"
2013-03-05 14:00:00;"UA";162;"N14242";"EWR";"SFO";"14:59";"18:25";"14:55";"18:27"
2013-03-05 15:00:00;"DL";1322;"N713TW";"JFK";"SFO";"15:30";"19:22";"15:25";"18:45"
2013-03-05 15:00:00;"AA";85;"N630AA";"JFK";"SFO";"15:30";"19:10";"15:44";"19:06"
2013-03-05 17:00:00;"UA";1127;"N75853";"EWR";"SFO";"17:54";"21:09";"17:54";"21:26"
2013-03-05 17:00:00;"UA";512;"N532UA";"JFK";"SFO";"17:29";"20:57";"18:31";"22:10"
2013-03-05 16:00:00;"VX";27;"N841VA";"JFK";"SFO";"16:30";"20:15";"19:10";"22:42"
2013-03-05 18:00:00;"UA";389;"N508UA";"JFK";"SFO";"18:47";"22:19";"19:51";"23:12"
2013-03-05 17:00:00;"AA";177;"N338AA";"JFK";"SFO";"17:45";"21:20";"19:55";"23:23"
2013-03-05 19:00:00;"UA";1621;"N12125";"EWR";"SFO";"19:49";"23:21";"20:09";"23:46"
2013-03-05 19:00:00;"DL";1465;"N710TW";"JFK";"SFO";"19:00";"22:56";"21:38";"1:01"
2013-03-05 18:00:00;"VX";29;"N634VA";"JFK";"SFO";"18:55";"22:40";"22:04";"1:26"
2013-03-05 19:00:00;"B6";645;"N627JB";"JFK";"SFO";"19:35";"23:16";"22:09";"1:29"
2013-03-06 06:00:00;"UA";303;"N554UA";"JFK";"SFO";"6:00";"9:25";"6:00";"9:21"
2013-03-06 06:00:00;"UA";421;"N808UA";"EWR";"SFO";"6:10";"9:41";"6:04";"9:10"
2013-03-06 07:00:00;"UA";347;"N510UA";"JFK";"SFO";"7:00";"10:25";"7:00";"10:08"
2013-03-06 07:00:00;"DL";1865;"N707TW";"JFK";"SFO";"7:00";"10:44";"7:05";"10:26"
2013-03-06 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:28";"10:49"
2013-03-06 07:00:00;"VX";11;"N837VA";"JFK";"SFO";"7:30";"11:10";"7:31";"11:01"
2013-03-06 07:00:00;"AA";59;"N323AA";"JFK";"SFO";"7:45";"11:25";"7:43";"11:10"
2013-03-06 08:00:00;"UA";397;"N560UA";"JFK";"SFO";"8:00";"11:25";"7:54";"11:01"
2013-03-06 08:00:00;"UA";1290;"N17245";"EWR";"SFO";"8:16";"11:46";"8:12";"11:35"
2013-03-06 10:00:00;"DL";1765;"N717TW";"JFK";"SFO";"10:00";"13:34";"9:55";"13:18"
2013-03-06 10:00:00;"AA";179;"N345AA";"JFK";"SFO";"10:30";"13:55";"10:24";"13:52"
2013-03-06 10:00:00;"VX";23;"N847VA";"JFK";"SFO";"10:30";"14:10";"10:30";"13:56"
2013-03-06 10:00:00;"B6";641;"N805JB";"JFK";"SFO";"10:35";"14:04";"10:36";"14:02"
2013-03-06 11:00:00;"UA";642;"N557UA";"JFK";"SFO";"11:06";"14:31";"11:01";"14:21"
2013-03-06 11:00:00;"UA";73;"N73259";"EWR";"SFO";"11:01";"14:33";"11:02";"14:21"
2013-03-06 14:00:00;"UA";257;"N502UA";"JFK";"SFO";"14:25";"17:50";"14:16";"17:45"
2013-03-06 13:00:00;"UA";81;"N14219";"EWR";"SFO";"13:43";"17:15";"14:54";"18:14"
2013-03-06 15:00:00;"DL";1322;"N710TW";"JFK";"SFO";"15:30";"19:22";"15:27";"18:49"
2013-03-06 14:00:00;"UA";1697;"N73278";"EWR";"SFO";"14:59";"18:25";"15:29";"18:33"
2013-03-06 15:00:00;"AA";85;"N376AA";"JFK";"SFO";"15:30";"19:10";"15:37";"18:58"
2013-03-06 16:00:00;"VX";27;"N842VA";"JFK";"SFO";"16:30";"20:15";"16:35";"20:07"
2013-03-06 17:00:00;"UA";512;"N512UA";"JFK";"SFO";"17:29";"20:57";"17:24";"21:12"
2013-03-06 17:00:00;"DL";31;"N723TW";"JFK";"SFO";"17:00";"20:50";"17:26";"21:02"
2013-03-06 17:00:00;"UA";1127;"N57855";"EWR";"SFO";"17:54";"21:09";"18:14";"21:33"
2013-03-06 18:00:00;"UA";389;"N508UA";"JFK";"SFO";"18:47";"22:19";"18:52";"22:32"
2013-03-06 18:00:00;"VX";29;"N640VA";"JFK";"SFO";"18:55";"22:40";"19:19";"23:12"
2013-03-06 19:00:00;"B6";645;"N535JB";"JFK";"SFO";"19:35";"23:16";"19:43";"23:00"
2013-03-06 19:00:00;"UA";1539;"N14102";"EWR";"SFO";"19:49";"23:21";"19:44";"23:09"
2013-03-07 06:00:00;"UA";303;"N532UA";"JFK";"SFO";"6:00";"9:25";"5:51";"9:34"
2013-03-07 06:00:00;"UA";421;"N854UA";"EWR";"SFO";"6:10";"9:41";"6:09";"9:31"
2013-03-07 07:00:00;"UA";347;"N560UA";"JFK";"SFO";"7:00";"10:25";"6:57";"10:53"
2013-03-07 07:00:00;"VX";11;"N847VA";"JFK";"SFO";"7:30";"11:10";"7:30";"11:11"
2013-03-07 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:42";"11:01"
2013-03-07 08:00:00;"UA";397;"N555UA";"JFK";"SFO";"8:00";"11:25";"7:56";"11:13"
2013-03-07 07:00:00;"AA";59;"N335AA";"JFK";"SFO";"7:45";"11:25";"7:59";"11:42"
2013-03-07 08:00:00;"UA";334;"N595UA";"EWR";"SFO";"8:16";"11:39";"8:07";"11:07"
2013-03-07 10:00:00;"DL";1765;"N704X";"JFK";"SFO";"10:00";"13:34";"9:59";"13:34"
2013-03-07 10:00:00;"AA";179;"N345AA";"JFK";"SFO";"10:30";"13:55";"10:27";"13:51"
2013-03-07 10:00:00;"B6";641;"N705JB";"JFK";"SFO";"10:35";"14:04";"10:30";"13:51"
2013-03-07 10:00:00;"VX";23;"N837VA";"JFK";"SFO";"10:30";"14:10";"10:30";"13:59"
2013-03-07 11:00:00;"UA";642;"N512UA";"JFK";"SFO";"11:06";"14:31";"11:02";"14:35"
2013-03-07 11:00:00;"UA";73;"N37293";"EWR";"SFO";"11:01";"14:33";"11:11";"14:50"
2013-03-07 13:00:00;"UA";1152;"N87531";"EWR";"SFO";"13:55";"17:27";"14:04";"17:25"
2013-03-07 14:00:00;"UA";257;"N557UA";"JFK";"SFO";"14:25";"17:50";"14:25";"17:59"
2013-03-07 14:00:00;"UA";1699;"N33286";"EWR";"SFO";"14:59";"18:25";"15:14";"18:36"
2013-03-07 15:00:00;"AA";85;"N393AA";"JFK";"SFO";"15:30";"19:10";"15:26";"18:50"
2013-03-07 15:00:00;"DL";1322;"N707TW";"JFK";"SFO";"15:30";"19:22";"15:37";"19:29"
2013-03-07 16:00:00;"VX";27;"N846VA";"JFK";"SFO";"16:30";"20:15";"16:25";"19:39"
2013-03-07 17:00:00;"DL";31;"N718TW";"JFK";"SFO";"17:00";"20:50";"16:58";"21:10"
2013-03-07 17:00:00;"UA";512;"N508UA";"JFK";"SFO";"17:29";"20:57";"17:38";"21:14"
2013-03-07 17:00:00;"AA";177;"N324AA";"JFK";"SFO";"17:45";"21:20";"18:11";"21:47"
2013-03-07 17:00:00;"UA";1127;"N75853";"EWR";"SFO";"17:54";"21:09";"18:24";"21:33"
2013-03-07 18:00:00;"UA";389;"N502UA";"JFK";"SFO";"18:47";"22:19";"18:42";"21:57"
2013-03-07 18:00:00;"VX";29;"N622VA";"JFK";"SFO";"18:55";"22:40";"18:50";"22:44"
2013-03-07 19:00:00;"DL";1465;"N702TW";"JFK";"SFO";"19:00";"22:56";"18:56";"22:27"
2013-03-07 19:00:00;"B6";645;"N793JB";"JFK";"SFO";"19:35";"23:16";"19:32";"23:14"
2013-03-07 19:00:00;"UA";1462;"N58101";"EWR";"SFO";"19:49";"23:21";"19:50";"23:08"
2013-03-08 06:00:00;"UA";303;"N560UA";"JFK";"SFO";"6:00";"9:25";"6:00";"10:40"
2013-03-08 06:00:00;"UA";421;"N438UA";"EWR";"SFO";"6:10";"9:41";"6:08";"9:46"
2013-03-08 07:00:00;"DL";1865;"N707TW";"JFK";"SFO";"7:00";"10:44";"6:59";"10:46"
2013-03-08 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:32";"11:58"
2013-03-08 07:00:00;"VX";11;"N837VA";"JFK";"SFO";"7:30";"11:10";"7:38";"12:32"
2013-03-08 07:00:00;"UA";347;"N512UA";"JFK";"SFO";"7:00";"10:25";"8:09";"12:36"
2013-03-08 08:00:00;"UA";1290;"N36280";"EWR";"SFO";"8:16";"11:46";"8:22";"12:32"
2013-03-08 08:00:00;"UA";397;"N554UA";"JFK";"SFO";"8:00";"11:25";"8:53";"13:03"
2013-03-08 07:00:00;"AA";59;"N323AA";"JFK";"SFO";"7:45";"11:25";"9:07";"12:46"
2013-03-08 10:00:00;"DL";1765;"N721TW";"JFK";"SFO";"10:00";"13:34";"10:45";"14:50"
2013-03-08 10:00:00;"B6";641;"N789JB";"JFK";"SFO";"10:35";"14:04";"10:49";"14:32"
2013-03-08 10:00:00;"AA";179;"N349AA";"JFK";"SFO";"10:30";"13:55";"11:09";"14:57"
2013-03-08 11:00:00;"UA";642;"N555UA";"JFK";"SFO";"11:06";"14:31";"11:40";"16:02"
2013-03-08 11:00:00;"UA";1120;"N12221";"EWR";"SFO";"11:01";"14:33";"11:59";"16:07"
2013-03-08 10:00:00;"VX";23;"N847VA";"JFK";"SFO";"10:30";"14:10";"12:03";"15:56"
2013-03-08 14:00:00;"UA";257;"N508UA";"JFK";"SFO";"14:25";"17:50";"14:29";"18:07"
2013-03-08 13:00:00;"UA";1699;"N13248";"EWR";"SFO";"13:43";"17:15";"15:04";"18:11"
2013-03-08 15:00:00;"DL";1322;"N702TW";"JFK";"SFO";"15:30";"19:22";"15:26";"18:58"
2013-03-08 15:00:00;"AA";85;"N364AA";"JFK";"SFO";"15:30";"19:10";"15:34";"19:00"
2013-03-08 16:00:00;"VX";27;"N845VA";"JFK";"SFO";"16:30";"20:15";"16:29";"20:05"
2013-03-08 17:00:00;"UA";512;"N502UA";"JFK";"SFO";"17:29";"20:57";"17:27";"20:53"
2013-03-08 17:00:00;"DL";31;"N727TW";"JFK";"SFO";"17:00";"20:50";"17:32";"20:53"
2013-03-08 14:00:00;"UA";1106;"N76523";"EWR";"SFO";"14:59";"18:25";"17:35";"21:05"
2013-03-08 17:00:00;"AA";177;"N338AA";"JFK";"SFO";"17:45";"21:20";"17:55";"21:16"
2013-03-08 18:00:00;"UA";346;"N557UA";"JFK";"SFO";"18:47";"22:19";"18:41";"22:21"
2013-03-08 19:00:00;"DL";1465;"N723TW";"JFK";"SFO";"19:00";"22:56";"19:00";"22:45"
2013-03-08 18:00:00;"VX";29;"N632VA";"JFK";"SFO";"18:55";"22:40";"19:28";"23:19"
2013-03-08 17:00:00;"UA";1127;"N75851";"EWR";"SFO";"17:54";"21:09";"20:09";"23:18"
2013-03-08 19:00:00;"B6";645;"N523JB";"JFK";"SFO";"19:35";"23:16";"20:26";"23:53"
2013-03-09 06:00:00;"UA";421;"N456UA";"EWR";"SFO";"6:04";"9:35";"5:59";"8:54"
2013-03-09 06:00:00;"UA";303;"N505UA";"JFK";"SFO";"6:07";"9:32";"6:06";"9:27"
2013-03-09 07:00:00;"DL";1865;"N721TW";"JFK";"SFO";"7:00";"10:40";"6:56";"10:06"
2013-03-09 07:00:00;"UA";347;"N512UA";"JFK";"SFO";"7:30";"10:55";"7:30";"10:21"
2013-03-09 07:00:00;"VX";11;"N837VA";"JFK";"SFO";"7:30";"11:10";"7:33";"10:27"
2013-03-09 07:00:00;"AA";59;"N320AA";"JFK";"SFO";"7:45";"11:25";"7:45";"11:05"
2013-03-09 08:00:00;"UA";991;"N577UA";"EWR";"SFO";"8:00";"11:37";"9:27";"12:34"
2013-03-09 10:00:00;"AA";179;"N342AA";"JFK";"SFO";"10:30";"13:55";"10:31";"13:39"
2013-03-09 11:00:00;"UA";642;"N555UA";"JFK";"SFO";"11:03";"14:28";"11:03";"14:06"
2013-03-09 13:00:00;"UA";162;"N77295";"EWR";"SFO";"13:44";"17:13";"13:49";"16:41"
2013-03-09 13:00:00;"UA";257;"N532UA";"JFK";"SFO";"13:59";"17:24";"13:55";"17:00"
2013-03-09 14:00:00;"UA";458;"N810UA";"EWR";"SFO";"14:55";"18:19";"15:24";"18:21"
2013-03-09 15:00:00;"DL";1322;"N723TW";"JFK";"SFO";"15:30";"19:16";"15:25";"18:26"
2013-03-09 15:00:00;"AA";85;"N376AA";"JFK";"SFO";"15:30";"19:10";"15:27";"18:21"
2013-03-09 10:00:00;"UA";569;"N461UA";"EWR";"SFO";"10:39";"14:13";"16:01";"18:35"
2013-03-09 16:00:00;"VX";27;"N852VA";"JFK";"SFO";"16:30";"20:15";"16:27";"19:09"
2013-03-09 17:00:00;"DL";31;"N712TW";"JFK";"SFO";"17:00";"20:46";"17:00";"19:55"
2013-03-09 17:00:00;"B6";645;"N632JB";"JFK";"SFO";"17:30";"21:08";"17:28";"20:12"
2013-03-09 17:00:00;"UA";512;"N502UA";"JFK";"SFO";"17:29";"20:54";"17:34";"20:16"
2013-03-09 18:00:00;"UA";1481;"N57852";"EWR";"SFO";"18:03";"21:20";"18:15";"20:59"
2013-03-09 19:00:00;"DL";1465;"N624AG";"JFK";"SFO";"19:00";"22:51";"18:52";"22:02"
2013-03-09 19:00:00;"UA";452;"N820UA";"EWR";"SFO";"19:36";"23:08";"20:07";"22:42"
2013-03-10 06:00:00;"UA";600;"N554UA";"JFK";"SFO";"6:10";"9:36";"6:08";"9:24"
2013-03-10 06:00:00;"UA";421;"N835UA";"EWR";"SFO";"6:10";"9:41";"6:09";"8:52"
2013-03-10 07:00:00;"DL";1865;"N721TW";"JFK";"SFO";"7:00";"10:44";"6:49";"10:04"
2013-03-10 07:00:00;"VX";11;"N837VA";"JFK";"SFO";"7:30";"11:10";"7:31";"10:29"
2013-03-10 07:00:00;"AA";59;"N324AA";"JFK";"SFO";"7:45";"11:25";"7:40";"10:51"
2013-03-10 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:45";"10:43"
2013-03-10 08:00:00;"UA";334;"N436UA";"EWR";"SFO";"8:09";"11:47";"8:04";"10:48"
2013-03-10 08:00:00;"UA";397;"N560UA";"JFK";"SFO";"8:10";"11:35";"8:07";"11:10"
2013-03-10 10:00:00;"DL";1765;"N722TW";"JFK";"SFO";"10:00";"13:34";"9:54";"13:01"
2013-03-10 10:00:00;"VX";23;"N853VA";"JFK";"SFO";"10:30";"14:10";"10:34";"13:39"
2013-03-10 10:00:00;"AA";179;"N353AA";"JFK";"SFO";"10:30";"13:55";"10:44";"13:33"
2013-03-10 11:00:00;"UA";642;"N505UA";"JFK";"SFO";"11:05";"14:30";"10:54";"13:36"
2013-03-10 10:00:00;"B6";641;"N625JB";"JFK";"SFO";"10:35";"14:04";"10:55";"13:54"
2013-03-10 10:00:00;"UA";1120;"N72405";"EWR";"SFO";"10:59";"14:31";"11:00";"13:54"
2013-03-10 13:00:00;"UA";887;"N512UA";"JFK";"SFO";"13:29";"16:54";"13:26";"16:10"
2013-03-10 13:00:00;"UA";81;"N73283";"EWR";"SFO";"13:53";"17:25";"14:04";"16:54"
2013-03-10 15:00:00;"AA";85;"N393AA";"JFK";"SFO";"15:30";"19:10";"15:29";"18:26"
2013-03-10 15:00:00;"DL";1322;"N712TW";"JFK";"SFO";"15:30";"19:22";"15:29";"18:46"
2013-03-10 16:00:00;"VX";27;"N838VA";"JFK";"SFO";"16:30";"20:15";"16:47";"19:52"
2013-03-10 17:00:00;"DL";31;"N707TW";"JFK";"SFO";"17:00";"20:50";"17:00";"20:01"
2013-03-10 17:00:00;"UA";512;"N502UA";"JFK";"SFO";"17:25";"20:50";"17:27";"20:29"
2013-03-10 17:00:00;"AA";177;"N328AA";"JFK";"SFO";"17:45";"21:20";"17:47";"20:44"
2013-03-10 15:00:00;"UA";1602;"N37468";"EWR";"SFO";"15:56";"19:25";"18:01";"20:44"
2013-03-10 19:00:00;"DL";1465;"N727TW";"JFK";"SFO";"19:00";"22:56";"18:52";"21:58"
2013-03-10 18:00:00;"UA";309;"N532UA";"JFK";"SFO";"18:38";"22:10";"18:57";"22:03"
2013-03-10 18:00:00;"VX";29;"N638VA";"JFK";"SFO";"18:55";"22:40";"19:25";"22:34"
2013-03-10 19:00:00;"UA";1539;"N17126";"EWR";"SFO";"19:53";"23:25";"19:59";"23:03"
2013-03-10 19:00:00;"B6";645;"N784JB";"JFK";"SFO";"19:35";"23:16";"20:22";"23:23"
2013-03-10 17:00:00;"UA";1139;"N57852";"EWR";"SFO";"17:50";"21:05";"20:55";"23:36"
2013-03-11 06:00:00;"UA";303;"N508UA";"JFK";"SFO";"6:00";"9:25";"5:52";"9:20"
2013-03-11 06:00:00;"UA";421;"N819UA";"EWR";"SFO";"6:10";"9:41";"6:15";"9:23"
2013-03-11 07:00:00;"UA";347;"N555UA";"JFK";"SFO";"7:00";"10:25";"6:51";"9:46"
2013-03-11 07:00:00;"DL";1865;"N705TW";"JFK";"SFO";"7:00";"10:44";"6:55";"10:11"
2013-03-11 07:00:00;"VX";11;"N837VA";"JFK";"SFO";"7:30";"11:10";"7:28";"10:44"
2013-03-11 07:00:00;"B6";643;"N821JB";"JFK";"SFO";"7:36";"11:15";"7:31";"10:40"
2013-03-11 08:00:00;"UA";397;"N510UA";"JFK";"SFO";"8:00";"11:25";"7:50";"10:47"
2013-03-11 07:00:00;"AA";59;"N327AA";"JFK";"SFO";"7:45";"11:25";"8:14";"11:26"
2013-03-11 08:00:00;"UA";1290;"N73299";"EWR";"SFO";"8:16";"11:46";"8:24";"11:28"
2013-03-11 10:00:00;"DL";1765;"N718TW";"JFK";"SFO";"10:00";"13:34";"9:54";"13:16"
2013-03-11 10:00:00;"VX";23;"N853VA";"JFK";"SFO";"10:30";"14:10";"10:26";"13:42"
